-0.825153093,-1.375883708,-1.302696915,-1.375883708
-1.081306867,-1.008120075,-1.191087056,-0.971526678
-0.349438941,-0.05669177,-0.203065356,0.089681815
0.309242193,0.894736534,0.565395967,1.096000214
0.858143138,1.553417668,1.187483705,1.736384649
0.894736534,0.969752996,1.738214319,2.506675642
-0.568999319,-0.861746489,-1.300867245,-0.532405922
-0.607422385,-0.239658752,-0.568999319,-0.05669177
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,0.253478223
0.253478223,0.253478223,0.253478223,0.253478223
0.253478223,0.253478223,0.253478223,0.253478223
0.253478223,0.253478223,0.253478223,0.253478223
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,-0.77182787
