134	118.3555909	94.98836364	64.75640909	28.51781818	-12.86931818	-58.54690909	-107.6568636	-159.3410909	-212.7415	-267	-321.2585	-374.6589091	-426.3431364	-475.4530909	-521.1306818	-562.5178182	-598.7564091	-628.9883636	-652.3555909	-668	-675.3875909	-675.2807273	-668.7658636	-656.9294545	-640.8579545	-621.6378182	-600.3555	-578.0974545	-555.9501364	-535	-516.1041364	-499.2021818	-484.0044091	-470.2210909	-457.5625	-445.7389091	-434.4605909	-423.4378182	-412.3808636	-401	-389.0668636	-376.5985455	-363.6735	-350.3701818	-336.7670455	-322.9425455	-308.9751364	-294.9432727	-280.9254091	-267	-253.2294091	-239.6116364	-226.1285909	-212.7621818	-199.4943182	-186.3069091	-173.1818636	-160.1010909	-147.0465	-134	-120.9435	-107.8589091	-94.72813636	-81.53309091	-68.25568182	-54.87781818	-41.38140909	-27.74836364	-13.96059091	0
535	469.9880909	397.4999426	318.6318038	234.4799234	146.1405502	54.70993301	-38.71567943	-133.0400383	-227.1668947	-320	-410.4431053	-497.3999617	-579.7743206	-656.469933	-726.3905502	-788.4399234	-841.5218038	-884.5399426	-916.3980909	-936	-942.7016699	-937.6680957	-922.5165215	-898.8641914	-868.3283493	-832.5262392	-793.0751053	-751.5921914	-709.6947416	-669	-630.8422153	-595.4236555	-562.6635933	-532.4813014	-504.7960526	-479.5271196	-456.5937751	-435.9152919	-417.4109426	-401	-386.5344689	-373.5972823	-361.7041053	-350.3706029	-339.1124402	-327.4452823	-314.8847943	-300.9466411	-285.146488	-267	-246.1729091	-222.9312153	-197.6909856	-170.8682871	-142.8791866	-114.1397512	-85.06604785	-56.07414354	-27.58010526	0	26.25010526	50.75414354	73.09604785	92.8597512	109.6291866	122.9882871	132.5209856	137.8112153	138.4429091	134
-84	-243.9976818	-384.566622	-506.7677919	-611.6621627	-700.3107057	-773.7743923	-833.1141938	-879.3910813	-913.6660263	-937	-950.4539737	-955.0889187	-951.9658062	-942.1456077	-926.6892943	-906.6578373	-883.1122081	-857.113378	-829.7223182	-802	-774.8024234	-748.1657033	-721.9209833	-695.8994067	-669.9321172	-643.8502584	-617.4849737	-590.6674067	-563.228701	-535	-505.9073325	-476.2562679	-446.4472608	-416.8807656	-387.9572368	-360.0771292	-333.6408971	-309.0489952	-286.701878	-267	-250.1742464	-235.7772249	-223.1919737	-211.8015311	-200.9889354	-190.1372249	-178.6294378	-165.8486124	-151.1777871	-134	-113.8756818	-91.07483254	-66.0448445	-39.23311005	-11.08702153	17.94602871	47.41864833	76.88344498	105.8930263	134	160.7569737	185.716555	208.4313517	228.4539713	245.3370215	258.63311	267.8948445	272.6748325	272.5256818	267
-73	-234.3140909	-376.1774163	-499.6411722	-605.756555	-695.5747608	-770.1469856	-830.5244258	-877.7582775	-912.8997368	-937	-951.1102632	-956.2817225	-953.5655742	-944.0130144	-928.6752392	-908.603445	-884.8488278	-858.4625837	-830.4959091	-802	-773.8418565	-746.1516938	-718.8755311	-691.9593876	-665.3492823	-638.9912344	-612.8312632	-586.8153876	-560.8896268	-535	-509.093311	-483.1195024	-457.0293014	-430.7734354	-404.3026316	-377.5676172	-350.5191196	-323.107866	-295.2845837	-267	-238.2568995	-209.2662967	-180.2912632	-151.5948708	-123.4401914	-96.09029665	-69.80825837	-44.85714833	-21.50003828	0	19.45890909	37.008689	52.86035407	67.22491866	80.31339713	92.33680383	103.5061531	114.0324593	124.1267368	134	143.8632632	153.9275407	164.4038469	175.5031962	187.4366029	200.4150813	214.6496459	230.351311	247.7310909	267
-401	-497.4266818	-575.2070431	-635.5228971	-679.5560574	-708.4883373	-723.5015502	-725.7775096	-716.4980287	-696.8449211	-668	-631.1450789	-587.4619713	-538.1324904	-484.3384498	-427.2616627	-368.0839426	-307.9871029	-248.1529569	-189.7633182	-134	-81.79700239	-33.09707177	12.40485885	55.01385646	95.03498804	132.7733206	168.5339211	202.6218565	235.3421938	267	297.8430885	327.8902584	357.103055	385.4430239	412.8717105	439.3506603	464.8414187	489.3055311	512.7045431	535	555.9996483	574.8960383	590.7279211	602.5340478	609.3531699	610.2240383	604.1854043	590.2760191	567.534634	535	492.1173182	439.9575885	379.9982608	313.7167847	242.59061	168.0971866	91.71396411	14.91839234	-60.81207895	-134	-203.1679211	-266.8383923	-323.5339641	-371.7771866	-410.09061	-436.9967847	-451.0182608	-450.6775885	-434.4973182	-401
-802	-803.9198636	-797.9302967	-784.6123469	-764.5470622	-738.3154904	-706.4986794	-669.677677	-628.4335311	-583.3472895	-535	-483.9727105	-430.8464689	-376.202323	-320.6213206	-264.6845096	-208.9729378	-154.0676531	-100.5497033	-49.00013636	0	46.04870574	89.46017225	130.7276388	170.3443445	208.8035287	246.5984306	284.2222895	322.1683445	360.9298349	401	442.8258876	486.6697799	532.7477679	581.2759426	632.4703947	686.5472153	743.7224952	804.2123254	868.2327967	936	1007.065744	1078.324708	1146.007289	1206.343885	1255.564892	1289.900708	1305.58173	1298.838354	1265.900978	1203	1107.868136	984.2473876	837.3820742	672.5165167	494.8950359	309.7619522	122.3615861	-62.06174163	-238.2637105	-401	-545.0262895	-665.0982584	-755.9715861	-812.4019522	-829.1450359	-800.9565167	-722.5920742	-588.8073876	-394.3581364	-134
-669	-675.3822727	-676.6417225	-673.0508852	-664.8822967	-652.4084928	-635.9020096	-615.6353828	-591.8811483	-564.9118421	-535	-502.4181579	-467.4388517	-430.3346172	-391.3779904	-350.8415072	-308.9977033	-266.1191148	-222.4782775	-178.3477273	-134	-89.70209569	-45.69887081	-2.229645933	40.46625837	82.14952153	122.580823	161.5208421	198.7302584	233.9697512	267	297.8275407	327.4423349	357.080201	387.9769569	421.3684211	458.4904115	500.5787464	548.869244	604.5977225	669	742.319933	820.8335311	899.8248421	974.5779139	1040.376794	1092.505531	1126.248172	1136.888766	1119.711359	1070	984.7577273	867.8635407	724.9154306	561.5113876	383.2494019	195.7274641	4.543564593	-184.7043062	-366.4181579	-535	-684.8518421	-810.3756938	-905.9735646	-966.0474641	-984.9994019	-957.2313876	-877.1454306	-739.1435407	-537.6277273	-267
-802	-794.0343182	-781.2809569	-763.9741029	-742.3479426	-716.6366627	-687.0744498	-653.8954904	-617.3339713	-577.6240789	-535	-489.6959211	-441.9460287	-391.9845096	-340.0455502	-286.3633373	-231.1720574	-174.7058971	-117.1990431	-58.88568182	0	59.19000239	118.2810718	176.8361411	234.4181435	290.590012	344.9146794	396.9550789	446.2741435	492.4348062	535	573.8019115	609.7497416	644.021945	677.7969761	712.2532895	748.5693397	787.9235813	831.4944689	880.4604569	936	998.3823517	1064.239962	1129.296079	1189.273952	1239.89683	1276.887962	1295.970596	1292.867981	1263.303366	1203	1109.311682	986.1144115	838.9147392	673.2192153	494.53439	308.3668134	120.2230359	-64.39039234	-239.9669211	-401	-541.9830789	-657.4096077	-741.7730359	-789.5668134	-795.28439	-753.4192153	-658.4647392	-504.9144115	-287.2616818	0
-401	-450.8492727	-472.8577225	-469.9698852	-445.1302967	-401.2834928	-341.3740096	-268.3463828	-185.1451483	-94.71484211	0	96.05484211	190.5051483	280.4063828	362.8140096	434.7834928	493.3702967	535.6298852	558.6177225	559.3892727	535	483.8439043	409.6691292	317.5623541	212.6102584	99.89952153	-15.48317703	-128.4511579	-233.9177416	-326.7962488	-402	-455.6464593	-488.6696651	-503.207799	-501.3990431	-485.3815789	-457.2935885	-419.2732536	-373.458756	-321.9882775	-267	-210.371067	-152.9344689	-95.26215789	-37.92608612	18.50179426	73.4495311	126.3451722	176.6167656	223.6923589	267	306.0017273	340.2955407	369.5134306	393.2873876	411.2494019	423.0314641	428.2655646	426.5836938	417.6178421	401	376.3621579	343.3363062	301.5544354	250.6485359	190.2505981	119.9926124	39.50656938	-51.57554067	-153.6217273	-267
-669	-712.7374091	-712.54511	-673.4519593	-600.4868134	-498.6785287	-373.0559617	-228.6479689	-70.4834067	96.40886842	267	436.2611316	599.1634067	750.6779689	885.7759617	999.4285287	1086.606813	1142.281959	1161.42511	1139.007409	1070	951.9938828	793.0594833	603.8870837	395.1669665	177.5894139	-38.15529187	-241.3768684	-421.3850335	-567.4895048	-669	-718.2126627	-719.3693397	-679.6983038	-606.4278278	-506.7861842	-388.0016459	-257.3024856	-121.9169761	10.92661005	134	241.6397679	334.4418756	414.5671316	484.1763445	545.430323	600.4898756	651.515811	700.6689378	750.1100646	802	857.7725909	915.9538373	974.3427775	1030.73845	1082.939892	1128.746144	1165.956242	1192.369225	1205.784132	1204	1184.815868	1146.030775	1085.443758	1000.853856	890.0601077	750.8615502	581.0572225	378.4461627	140.8274091	-134
