1.811388349	-0.686932614																			
1.810963773	-0.675785357																			
2.206075323	-0.966311525																			
1.798144332	-0.66417918																			
2.302968519	-2.144267363																			
2.302968519	-2.144267363																			
2.335096219	-1.011801074																			
2.276492026	-1.848879284																			
2.954988931	-1.483598828																			
2.944890422	-1.43533286																			
2.962000198	-1.467199117																			
2.962000198	-1.467199117																			
4.465261101	-1.573889137																			
4.757670756	-1.605536435																			
4.762212172	-1.594145605																			
4.682742278	-1.586147798																			
8.819385606	-1.512911002																			
8.863550908	-1.552778562																			
8.645982491	-1.522411967																			
8.724873248	-1.554480931																			
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
