1.719618039	-0.821851076																			
1.719618039	-0.821851076																			
2.739007162	-2.311849432																			
2.579188363	-1.92091618																			
3.812073193	-1.578988816																			
3.522036062	-1.445958903																			
8.271567375	-1.012803325																			
8.303818559	-2.089119815																			
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
