617	543.3752421	1164.831748	2926.098656	1109	2926.098656	1164.831748	543.3752421
740	719.8051343	1438.87317	3105.514542	740	3105.514542	1438.87317	719.8051343
1234	944.6126822	2669.494709	1291.553669	1728	1291.553669	2669.494709	944.6126822
1605	637.4570138	2706.081484	484.2422488	617	484.2422488	2706.081484	637.4570138
1359	2248.218667	1288.563929	384.3368662	371	384.3368662	1288.563929	2248.218667
495	1453.599015	1118.781927	1313.275258	1233	1313.275258	1118.781927	1453.599015
495	1855.800079	781.3993857	1901.907481	989	1901.907481	781.3993857	1855.800079
1729	2127.903372	494.0010121	1121.169586	741	1121.169586	494.0010121	2127.903372
1479	1581.100116	389.9089637	693.3112022	247	693.3112022	389.9089637	1581.100116
2	924.4223302	388.9601522	1074.612188	740	1074.612188	388.9601522	924.4223302
493	3426.83517	1259.262086	444.7186961	987	444.7186961	1259.262086	3426.83517
987	3714.579704	1407.415006	1365.437521	741	1365.437521	1407.415006	3714.579704
1481	1142.297032	2925.311095	909.6765858	1235	909.6765858	2925.311095	1142.297032
124	2217.585724	2985.019933	1687.711338	1604	1687.711338	2985.019933	2217.585724
864	769.1702688	1445.060552	3319.262734	1112	3319.262734	1445.060552	769.1702688
988	963.9938516	1405.573193	3488.393306	740	3488.393306	1405.573193	963.9938516
