200	520	520	140	-440	-741	-701	-741	-380	-370	-520	-460	-100	40	-180	-160	260	320	380	420	-120	-140	-140	-220	-440	-340	-681	-581	-400	-881	-861	-821	20	480	620	440
-400	-300	-340	-460	-580	-540	-640	-520	40	181	201	20	260	180	421	261	-760	-1260	-1300	-1180	301	20	281	301	120	140	140	140	-400	-540	-620	-600	-219	-1120	-1000	-1160
-620	-860	-800	-700	-180	-20	-100	60	520	1061	1041	760	-640	-620	-660	-720	520	740	620	881	-640	-620	-680	-720	540	1041	1001	1001	-60	-100	-200	-180	-720	-1020	-940	-960
-580	-440	-560	-460	180	500	320	610	-480	-610	-720	-600	380	600	560	460	-620	-740	-590	-880	360	720	770	760	-600	-720	-740	-780	380	400	320	320	-620	-700	-660	-660
-401	-401	-380	-200	480	860	660	960	-220	-20	60	-280	-40	40	560	80	600	1020	800	840	-140	-621	-401	-360	0	180	260	140	500	980	840	860	-361	-461	-381	-400
-220	-260	-180	20	500	541	961	1381	260	681	701	341	-200	-80	-260	-280	-460	-700	-520	-540	60	420	321	361	561	1141	1181	1081	-480	-680	-820	-820	-60	-100	-20	-40
-80	-80	0	180	-300	-460	-700	-280	520	1321	1161	780	460	660	560	640	400	780	800	560	260	-100	120	200	-420	-480	-420	-540	120	0	-160	-200	260	220	260	320
0	40	80	260	-321	-120	-300	-20	-341	-140	-420	-280	-20	-60	620	40	-120	-260	-460	-20	-100	60	100	200	320	520	520	520	-401	700	520	380	460	400	600	740
120	260	341	140	-180	140	-250	360	-180	-100	40	-200	-100	-60	441	300	260	280	260	0	921	360	501	240	380	220	120	160	-1020	1041	801	741	0	700	1061	1041
