1	108.6	102.3	95.8	85.6	79.8	71	61.6	51.4
1	107.3	92.3	92.3	82.3	75	67.3	66	63.9
1	109.6	109.6	92	81.9	72.8	68.1	65.4	62.5
2	109.4	109.4	92.2	83.5	75.4	69.3	68.5	64.2
2	106.6	106.6	88.7	83.9	75	73	69.8	66.2
1	107.8	99.7	93.2	84.3	62.6	49.6	55.3	56.7
1	113.4	102.5	92.9	84.8	70.3	66.9	58.7	68.8
1	111	111	100.1	92.9	84.9	61.2	62.9	67.2
