1	81.9	82
1	86.4	65.7
1	86.5	65.3
2	86.2	67.3
3	82.3	80.1
2	86.3	76.1
2	86.3	81.3
2	86.1	76.8
4	82.5	85.1
4	86.3	69.8
4	86.2	71.8
4	86.2	75.7
5	82	84.3
5	86.4	75.8
5	86.3	68.5
6	86.2	68.6
7	81.7	83.5
7	86.2	79.4
7	86.2	78.3
7	86.2	77.8
6	77.6	82
6	86.6	70.8
6	86.4	72.7
6	86.4	69.4
4	82.3	82.9
5	85	70.8
5	85.5	72
5	85.4	73.5
3	82	80.8
2	83.2	64.7
2	83.6	62
2	83.2	72.8
2	81.8	83.7
1	83	53.9
1	85.7	64.8
1	86.1	63.8
