0.345835589,0.93132993,0.93132993,0.2360554
-0.7519663,-0.568999319,-0.642186111,-0.861746489
-1.15449366,-1.593614416,-1.483834227,-1.300867245
-1.081306867,-0.825153093,-1.044713471,-0.861746489
-0.75379597,-0.75379597,-0.715372904,-0.386032337
-0.422625734,-0.495812526,-0.349438941,0.016495022
-0.166471959,-0.166471959,-0.020098374,0.309242193
-0.020098374,0.053088419,0.126275211,0.455615778
0.253478223,0.253478223,0.253478223,0.253478223
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,-0.77182787,0.253478223
-0.77182787,-0.77182787,-0.259174823,0.253478223
-0.259174823,0.253478223,0.253478223,0.253478223
