0.345835589	0.93132993	0.93132993	0.2360554	-0.825153093	-1.375883708	-1.302696915	-1.375883708	-0.715372904	-0.697076206	-0.971526678	-0.861746489	-0.203065356	0.053088419	-0.349438941	-0.312845545	0.455615778	0.565395967	0.675176156	0.748362949	-0.239658752	-0.276252148	-0.276252148	-0.422625734	-0.825153093	-0.642186111	-1.266103519	-1.083136537	-0.7519663	-1.632037482	-1.595444086	-1.522257293	0.016495022	0.858143138	1.114296912	0.784956345
-0.7519663	-0.568999319	-0.642186111	-0.861746489	-1.081306867	-1.008120075	-1.191087056	-0.971526678	0.053088419	0.311071863	0.347665259	0.016495022	0.455615778	0.309242193	0.750192618	0.457445448	-1.410647434	-2.325482342	-2.398669135	-2.179108757	0.530632241	0.016495022	0.494038844	0.530632241	0.199462004	0.2360554	0.2360554	0.2360554	-0.7519663	-1.008120075	-1.15449366	-1.117900264	-0.420796064	-2.069328568	-1.84976819	-2.142515361
-1.15449366	-1.593614416	-1.483834227	-1.300867245	-0.349438941	-0.05669177	-0.203065356	0.089681815	0.93132993	1.921181301	1.884587904	1.370450686	-1.191087056	-1.15449366	-1.227680453	-1.337460642	0.93132993	1.33385729	1.114296912	1.591840734	-1.191087056	-1.15449366	-1.264273849	-1.337460642	0.967923327	1.884587904	1.811401112	1.811401112	-0.129878563	-0.203065356	-0.386032337	-0.349438941	-1.337460642	-1.886361586	-1.739988001	-1.776581397
-1.081306867	-0.825153093	-1.044713471	-0.861746489	0.309242193	0.894736534	0.565395967	1.096000214	-0.898339886	-1.136196962	-1.337460642	-1.117900264	0.675176156	1.077703516	1.004516723	0.821549741	-1.15449366	-1.374054038	-1.099603565	-1.630207812	0.63858276	1.297263893	1.388747384	1.370450686	-1.117900264	-1.337460642	-1.374054038	-1.44724083	0.675176156	0.711769552	0.565395967	0.565395967	-1.15449366	-1.300867245	-1.227680453	-1.227680453
-0.75379597	-0.75379597	-0.715372904	-0.386032337	0.858143138	1.553417668	1.187483705	1.736384649	-0.422625734	-0.05669177	0.089681815	-0.532405922	-0.093285167	0.053088419	1.004516723	0.126275211	1.077703516	1.846164838	1.443637479	1.516824271	-0.276252148	-1.15632333	-0.75379597	-0.678779508	-0.020098374	0.309242193	0.455615778	0.2360554	0.894736534	1.772978046	1.516824271	1.553417668	-0.680609178	-0.863576159	-0.717202574	-0.7519663
-0.422625734	-0.495812526	-0.349438941	0.016495022	0.894736534	0.969752996	1.738214319	2.506675642	0.455615778	1.225906771	1.262500167	0.603819033	-0.386032337	-0.166471959	-0.495812526	-0.532405922	-0.861746489	-1.300867245	-0.971526678	-1.008120075	0.089681815	0.748362949	0.567225637	0.64041243	1.006346393	2.067554886	2.140741679	1.957774697	-0.898339886	-1.264273849	-1.520427623	-1.520427623	-0.129878563	-0.203065356	-0.05669177	-0.093285167
-0.166471959	-0.166471959	-0.020098374	0.309242193	-0.568999319	-0.861746489	-1.300867245	-0.532405922	0.93132993	2.396895453	2.104148282	1.407044082	0.821549741	1.187483705	1.004516723	1.150890308	0.711769552	1.407044082	1.443637479	1.004516723	0.455615778	-0.203065356	0.199462004	0.345835589	-0.788559697	-0.898339886	-0.788559697	-1.008120075	0.199462004	-0.020098374	-0.312845545	-0.386032337	0.455615778	0.382428985	0.455615778	0.565395967
-0.020098374	0.053088419	0.126275211	0.455615778	-0.607422385	-0.239658752	-0.568999319	-0.05669177	-0.644015781	-0.276252148	-0.788559697	-0.532405922	-0.05669177	-0.129878563	1.114296912	0.053088419	-0.239658752	-0.495812526	-0.861746489	-0.05669177	-0.203065356	0.089681815	0.162868608	0.345835589	0.565395967	0.93132993	0.93132993	0.93132993	-0.75379597	1.260670497	0.93132993	0.675176156	0.821549741	0.711769552	1.077703516	1.33385729
0.253478223	0.253478223	0.253478223	0.253478223	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	0.253478223	-0.77182787	-0.77182787	0.253478223	0.253478223	0.253478223	0.253478223	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	0.253478223	0.253478223	0.253478223	0.253478223
-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	-0.77182787	-0.77182787	-0.77182787	-0.77182787	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	0.253478223	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787	-0.77182787
