560	-441	-381	-120	180	0	-240	-321	260
-901	-480	200	0	-740	-140	240	-500	-800
-840	-140	100	-740	600	-540	0	-120	-880
-761	160	-721	340	-701	740	-420	440	-600
-701	440	-140	-160	501	-880	321	661	-220
-460	-380	700	-40	-640	320	300	-500	-80
-240	-420	-660	620	580	20	-420	-520	200
0	-181	-221	-521	-521	80	240	-60	660
-20	80	240	-20	120	0	-260	180	540
