-0.715372904,-0.697076206,-0.971526678,-0.861746489
0.053088419,0.311071863,0.347665259,0.016495022
0.93132993,1.921181301,1.884587904,1.370450686
-0.898339886,-1.136196962,-1.337460642,-1.117900264
-0.422625734,-0.05669177,0.089681815,-0.532405922
0.455615778,1.225906771,1.262500167,0.603819033
0.93132993,2.396895453,2.104148282,1.407044082
-0.644015781,-0.276252148,-0.788559697,-0.532405922
-0.77182787,-0.77182787,-0.77182787,-0.77182787
0.253478223,0.253478223,0.253478223,0.253478223
0.253478223,0.253478223,0.253478223,0.253478223
-0.77182787,-0.77182787,-0.77182787,-0.77182787
-0.77182787,-0.77182787,0.253478223,-0.77182787
0.253478223,0.253478223,0.253478223,0.253478223
0.253478223,0.253478223,0.253478223,0.253478223
-0.77182787,-0.77182787,-0.77182787,-0.77182787
