617	543.3752421	1164.831748	2926.098656	1109	2926.098656	1164.831748	543.3752421
740	719.8051343	1438.87317	3105.514542	740	3105.514542	1438.87317	719.8051343
1234	944.6126822	2669.494709	1291.553669	1728	1291.553669	2669.494709	944.6126822
1605	637.4570138	2706.081484	484.2422488	617	484.2422488	2706.081484	637.4570138
1359	2248.218667	1288.563929	384.3368662	371	384.3368662	1288.563929	2248.218667
495	1453.599015	1118.781927	1313.275258	1233	1313.275258	1118.781927	1453.599015
495	1855.800079	781.3993857	1901.907481	989	1901.907481	781.3993857	1855.800079
1729	2127.903372	494.0010121	1121.169586	741	1121.169586	494.0010121	2127.903372
1479	1581.100116	389.9089637	693.3112022	247	693.3112022	389.9089637	1581.100116
2	924.4223302	388.9601522	1074.612188	740	1074.612188	388.9601522	924.4223302
